frame,track_id,x,y,w,h,score,misses
147,1,67,83,14,14,56.4052225228722,0
148,1,67,82,14,14,62.48370562438131,0
149,1,67,82,14,14,65.81367348347095,0
150,1,67,82,14,14,66.36453880779582,0
151,1,67,82,14,14,76.41453691008444,0
152,1,67,82,14,14,76.92665239200662,0
153,1,66,85,14,14,75.42653515553522,0
154,1,66,85,14,14,76.9056749942174,0
155,1,66,84,14,14,77.32187440989667,0
156,1,66,84,14,14,78.61243060951303,0
157,1,66,84,14,14,68.97021923697763,1
158,1,67,84,14,14,69.45964291359162,0
159,1,67,84,14,14,69.82119510437498,0
160,1,68,80,14,14,69.56419093601096,0
161,1,68,80,14,14,69.67291274023546,0
162,1,68,83,14,14,69.61318382730552,0
163,1,68,83,14,14,59.40603311862466,1
164,1,80,80,14,14,58.75764066201617,0
165,1,81,80,12,12,51.998928967644574,0
166,1,69,78,14,14,61.863049242598,0
167,1,70,78,14,14,62.642852689720115,0
168,1,70,78,14,14,63.3468563078759,0
169,1,70,77,14,14,64.43479307278977,0
170,1,71,81,12,12,55.46123137832417,0
171,1,82,77,14,14,53.48331015868643,0
172,1,82,76,14,14,60.34185475809884,0
173,1,82,76,14,14,71.52093905487979,0
174,1,82,76,14,14,74.42332340494592,0
175,1,83,76,14,14,75.10294129231188,0
176,1,83,76,14,14,75.19086179407734,0
177,1,84,80,7,7,67.28864079513684,0
178,1,82,80,6,7,71.17693649294827,0
179,1,83,80,5,6,66.55774356028786,0
180,1,85,74,14,14,61.48381802378822,0
181,1,85,74,14,14,61.65526468425539,0
182,1,86,74,14,14,61.906060016843625,0
183,1,86,74,14,14,61.84464995116946,0
184,1,86,73,14,14,61.21633155368227,0
185,1,86,73,14,14,61.20912126555227,0
186,1,86,73,14,14,69.1765624993654,0
187,1,87,72,14,14,76.61515248610839,0
188,1,87,72,14,14,83.73265464276173,0
189,1,86,78,7,7,79.4982363270287,0
190,1,88,72,14,14,79.91153720936356,0
191,1,88,72,14,14,79.81710154677009,0
192,1,88,76,7,7,71.68874573229706,0
193,1,87,77,5,7,64.60589794918096,0
194,1,76,76,14,14,62.28857957230278,0
195,1,87,77,6,7,50.32557537653284,0
196,1,88,71,14,14,51.802040081528745,0
197,2522,53,112,14,14,39.58059384576809,0
198,1,76,75,14,14,47.68604277854458,0
199,1,76,75,14,14,47.15863192113558,0
200,1,76,74,14,14,46.77746433789303,0
201,1,76,74,14,14,54.70240398533801,0
202,1,76,74,14,14,62.04874399830022,0
203,1,76,74,14,14,68.90215315667778,0
204,1,76,74,14,14,64.83432662191534,1
205,1,77,75,14,14,71.65468887256785,0
206,1,77,75,14,14,77.52778246455023,0
207,1,77,75,14,14,78.39146802102084,0
208,1,77,75,14,14,78.84934092767548,0
209,1,77,75,14,14,79.07987378829007,0
210,1,77,76,14,14,79.17010016084282,0
211,1,77,76,14,14,79.25266173358554,0
212,1,77,76,14,14,79.27894564535909,0
213,1,77,76,14,14,90.25354375499732,0
214,1,76,76,14,14,90.25303942417757,0
215,1,79,73,12,12,82.53729310549461,0
216,1,88,78,5,7,72.94762790295333,0
217,1,76,77,14,14,67.66073000486907,0
218,1,76,77,14,14,67.75399833752408,0
219,1,76,78,14,14,68.10849178029878,0
220,1,78,78,12,12,62.23453343325275,0
221,1,87,80,6,7,51.3196068902647,0
222,1,76,78,14,14,51.60814219651832,0
223,1,76,78,14,14,52.54438482514748,0
224,1,76,79,14,14,63.88856628795116,0
225,1,76,80,14,14,75.27543853221678,0
226,1,76,80,14,14,75.69706147449266,0
227,1,76,80,14,14,64.41898389768988,1
228,1,86,82,6,7,60.281615528236,0
229,1,75,81,14,14,58.50346179928273,0
230,1,74,82,14,14,69.4239319615847,0
231,1,74,82,14,14,69.33128721504106,0
232,1,74,82,14,14,68.62491799259311,0
233,1,74,82,14,14,68.29244135002251,0
234,1,74,83,14,14,67.75879562579334,0
235,1,75,80,14,14,65.29538046574746,0
236,1,75,80,14,14,76.11753116302515,0
237,1,74,84,14,14,84.90505211703474,0
238,1,74,84,14,14,84.58089923967495,0
239,1,73,84,14,14,84.05549308509363,0
240,1,73,84,14,14,83.84721802557412,0
241,1,73,84,14,14,83.71573545438598,0
242,1,72,85,14,14,82.8974079275133,0
243,1,72,85,14,14,82.7350070126459,0
244,1,72,85,14,14,84.68857506270726,0
245,1,80,88,5,5,78.20233572682282,0
246,1,82,87,6,7,72.99246856461097,0
247,1,80,88,5,5,66.86349146202151,0
248,1,72,86,14,14,66.16424309541006,0
249,1,72,86,14,14,66.10899814322667,0
250,1,72,86,14,14,55.13369198476916,1
251,1,77,81,14,14,56.78717456475759,0
252,1,71,86,14,14,48.974458429821944,0
253,1,71,86,14,14,48.587946512502754,0
254,1,70,86,14,14,54.55336059615418,0
255,1,78,88,5,5,53.989155744804066,0
256,1,76,82,14,14,60.35593299324999,0
257,1,76,82,14,14,60.31310180306659,0
258,1,76,82,14,14,59.70575435834525,0
259,1,76,82,14,14,68.65324798856473,0
260,1,70,86,14,14,64.24001191960477,0
261,1,75,82,14,14,72.05393395745244,0
262,1,75,82,14,14,72.1249758688494,0
263,1,75,82,14,14,72.2610395890095,0
264,1,74,82,14,14,79.72198858421214,0
265,1,74,83,14,14,79.89700947369653,0
266,1,74,83,14,14,79.78709443057333,0
267,1,74,84,14,14,79.85441755592163,0
268,1,74,84,14,14,79.63343026770333,0
269,1,74,84,14,14,84.59164390626712,0
270,1,74,85,14,14,84.51526655176865,0
271,1,74,85,14,14,84.30856229770033,0
272,1,74,87,14,14,84.82156756054434,0
273,1,74,87,14,14,84.45784539913664,0
274,1,74,87,14,14,84.23207488363829,0
275,1,74,88,14,14,83.43668248437899,0
276,1,74,88,14,14,82.37906198295869,0
277,1,73,90,14,14,81.38617776621889,0
278,1,73,90,14,14,79.52275843617294,0
279,1,73,90,14,14,78.10466264726124,0
280,1,73,92,14,14,76.67329667020783,0
281,1,73,92,14,14,73.92341415148543,0
282,1,73,92,14,14,71.22668622287442,0
283,1,73,92,14,14,68.48609106966505,0
284,1,73,94,14,14,66.1783096251726,0
285,1,73,95,14,14,63.500983882729365,0
286,1,73,95,14,14,59.99637725178233,0
287,1,72,97,14,14,57.089926670111744,0
288,1,72,97,14,14,53.84005064829884,0
289,1,72,100,14,14,50.72039716883245,0
290,1,72,100,14,14,48.4441779072706,0
291,1,72,100,14,14,47.013569978956234,0
292,1,72,102,14,14,46.303024810725475,0
293,1,72,102,14,14,44.83199866226667,0
294,1,72,104,14,14,44.23317347561312,0
295,1,72,104,14,14,43.98688745978344,0
296,1,72,105,14,14,43.643430259736476,0
297,1,72,106,14,14,44.12901837437845,0
298,1,72,106,14,14,44.19020878622486,0
299,1,72,108,14,14,44.528864368846364,0
300,1,72,109,14,14,44.60875085937653,0
301,1,72,109,14,14,43.74698394261409,0
302,1,72,110,14,14,43.961567913481645,0
303,1,72,110,14,14,43.74938595532658,0
304,1,72,112,14,14,44.20179235290543,0
305,1,72,113,14,14,45.025738708008966,0
306,1,72,113,14,14,45.002899719574565,0
307,1,72,114,14,14,45.74349542534826,0
308,1,72,114,14,14,45.76212080232852,0
309,1,72,114,14,14,46.193036422775954,0
310,1,72,116,14,14,46.72498952413673,0
311,1,72,116,14,14,47.14366419017008,0
312,1,72,117,14,14,47.49176711869228,0
313,1,72,117,14,14,47.51440739951325,0
314,1,71,116,14,14,46.96061401801596,0
315,1,71,118,14,14,46.19859619418926,0
316,1,71,118,14,14,45.581657681702495,0
317,1,70,118,14,14,45.42827818966836,0
318,3588,120,127,14,14,45.560198933497105,0
319,3588,120,128,14,14,45.01656224511436,0
320,1,70,118,14,14,44.939597336484745,0
321,1,70,118,14,14,44.77267519214753,0
322,1,70,119,14,14,44.677908601441715,0
323,1,70,119,14,14,44.881012757596366,0
324,1,70,120,14,14,45.41312278405206,0
325,1,70,119,14,14,45.401358192649376,0
326,1,70,119,14,14,45.40302149975212,0
327,1,70,119,14,14,45.444862407844816,0
328,1,70,119,14,14,45.45774259941419,0
329,1,70,120,14,14,45.49210494569317,0
330,1,70,120,14,14,45.94843890364913,0
331,1,70,120,14,14,46.34273639138251,0
332,1,70,120,14,14,46.71930241271757,0
333,1,70,120,14,14,47.345310270072105,0
334,1,70,119,14,14,48.065516119567015,0
335,1,70,119,14,14,48.79521361400623,0
336,1,70,119,14,14,49.26079141240248,0
337,1,70,119,14,14,49.82138428699256,0
338,1,70,119,14,14,50.33452258208267,0
339,1,70,118,14,14,50.51113690335328,0
340,1,70,118,14,14,50.36143044557911,0
341,1,70,118,14,14,50.034773652999476,0
342,1,70,118,14,14,49.85964045910117,0
343,1,70,118,14,14,49.383196926245375,0
344,1,70,118,14,14,48.854623106894415,0
345,1,70,118,14,14,48.398896799646394,0
346,1,70,118,14,14,47.84726971281393,0
347,1,70,118,14,14,47.286269255260756,0
348,1,70,118,14,14,46.68719718241624,0
349,1,70,117,14,14,46.732276588004936,0
350,1,70,117,14,14,46.85305329728669,0
351,1,70,117,14,14,46.827078708250816,0
352,1,70,116,14,14,46.984245636989684,0
353,1,70,116,14,14,46.982481761356105,0
354,1,70,116,14,14,47.03858592167181,0
355,1,70,116,14,14,47.02883181200904,0
356,1,70,116,14,14,47.03772582236038,0
357,1,70,115,14,14,47.1055795262659,0
358,1,70,115,14,14,46.74328616636791,0
359,1,70,114,14,14,46.72603903730035,0
360,1,70,114,14,14,46.66626664966725,0
361,1,70,114,14,14,46.43603563498598,0
362,1,70,114,14,14,46.38254718761777,0
363,1,70,114,14,14,46.19393080249138,0
364,1,70,112,14,14,45.92038745658116,0
365,1,70,112,14,14,45.80793616307764,0
366,1,70,112,14,14,45.60917909953602,0
367,1,70,112,14,14,45.66486842104762,0
368,1,70,112,14,14,45.29089178045617,0
369,1,70,112,14,14,45.147067457612756,0
370,1,70,111,14,14,44.69704383602377,0
371,1,70,111,14,14,44.37499152380966,0
372,1,70,110,14,14,44.28986406430943,0
373,1,70,110,14,14,44.44098316115555,0
374,1,71,110,14,14,44.750664502156425,0
375,1,71,110,14,14,45.11974644834784,0
376,1,71,110,14,14,45.35986982691826,0
377,1,71,109,14,14,45.62068162700796,0
378,1,71,109,14,14,45.729076694557214,0
379,1,72,109,14,14,46.267736171873594,0
380,5111,94,99,14,14,47.44857353227512,0
381,1,72,108,14,14,46.92183367374676,0
382,5111,95,100,14,14,47.348482551178215,0
383,1,72,108,14,14,46.88431479503471,0
384,5464,60,94,14,14,41.02654359192096,0
385,5111,97,101,14,14,47.01483201849095,0
386,5464,60,94,14,14,42.06042821408499,0
387,5111,98,102,14,14,46.561580215428705,0
388,5464,61,95,14,14,42.195510530434056,0
389,5464,62,96,14,14,42.0737773757626,0
390,5464,62,96,14,14,42.244377977647545,0
391,5464,62,96,14,14,42.36832809348423,0
392,5464,62,96,14,14,42.56747526960816,0
393,5464,62,96,14,14,42.74677021091379,0
394,5464,62,97,14,14,42.63760129993708,0
395,5464,62,98,14,14,42.53940574482604,0
396,5464,62,98,14,14,42.73822307097282,0
397,5464,62,98,14,14,42.57291211539091,0
398,5464,62,98,14,14,42.47380578152354,0
399,5464,58,88,14,14,27.00216145135849,0
400,5111,104,108,14,14,43.71638793921823,0
401,5464,58,88,14,14,22.66863724832163,0
402,4629,40,84,14,14,32.862374479187615,0
403,5933,0,84,14,14,31.02275463035034,0
404,1,120,120,14,14,35.30177791168969,0
405,1,120,120,14,14,34.92716273067799,0
406,1,120,120,14,14,34.56851439888637,0
407,1,120,121,14,14,33.929074584823205,0
408,1,120,121,14,14,33.22431516301001,0
409,1,120,121,14,14,28.152727666046697,1
410,5464,58,97,14,14,28.080632183035505,0
411,5464,58,97,14,14,29.148621604608824,0
412,5464,58,97,14,14,29.892941933741614,0
413,5464,58,97,14,14,30.787106241414495,0
414,5464,58,97,14,14,31.587063469255455,0
415,5933,0,86,14,14,37.30242996981018,0
416,5933,0,86,14,14,37.44096073107572,0
417,5464,54,92,14,14,31.404485345047444,0
418,5933,0,86,14,14,37.49188726803817,0
419,5933,0,86,14,14,37.53573788294753,0
420,5933,0,86,14,14,37.756223667637315,0
421,5933,0,86,14,14,37.71123938816807,0
422,5933,0,86,14,14,37.83090795680179,0
423,5933,0,86,14,14,37.83613515166522,0
424,5464,53,92,14,14,38.62908592247053,0
425,5464,54,92,14,14,39.644750401176275,0
426,5464,54,92,14,14,40.75646943419395,0
427,5464,54,92,14,14,41.25556209924059,0
428,5464,54,92,14,14,41.70434286459727,0
429,5464,54,93,14,14,42.04199521772839,0
430,5464,54,93,14,14,42.761390281321596,0
431,5464,54,93,14,14,43.56444827016104,0
432,5464,51,90,14,14,41.50719048709741,0
433,5464,51,90,14,14,41.77841711579955,0
434,5933,0,88,14,14,38.78131257780079,0
435,5933,0,88,14,14,38.87189566762501,0
436,5933,0,88,14,14,38.88732774617759,0
437,5933,0,88,14,14,39.04221807445927,0
438,5933,0,88,14,14,39.15689222903043,0
439,5933,0,88,14,14,39.336026204417315,0
440,5933,0,88,14,14,39.59249464695944,0
441,5933,0,88,14,14,39.72604573977782,0
442,5933,0,88,14,14,39.996363103772644,0
443,5933,0,88,14,14,40.01492619367526,0
444,5933,0,88,14,14,40.11752677371135,0
445,5933,0,88,14,14,40.30636469193579,0
446,5464,52,90,14,14,52.57988592417421,0
447,5464,52,90,14,14,52.9260891206,0
448,5464,52,90,14,14,53.01775474502157,0
449,5464,52,90,14,14,53.26149617558672,0
450,5464,52,90,14,14,53.5424083455068,0
451,5464,52,90,14,14,53.57694457006437,0
452,5464,52,90,14,14,53.571856183245025,0
453,5464,52,90,14,14,53.5866736088397,0
454,5464,52,90,14,14,54.087151738413475,0
455,5464,52,90,14,14,54.6227173752321,0
456,5464,52,90,14,14,54.94749002295295,0
457,5464,52,90,14,14,55.43315822574519,0
458,5464,52,90,14,14,55.87628733314708,0
459,1,77,104,14,14,43.41234810083416,0
460,5464,52,92,14,14,56.279907347343425,0
461,5464,52,92,14,14,56.69494210751256,0
462,5464,52,92,14,14,57.248942820128164,0
463,5464,52,92,14,14,57.28704991568231,0
464,1,78,106,14,14,47.054825775671674,0
465,1,78,106,14,14,47.3606530272783,0
466,1,78,106,14,14,47.609339913752734,0
467,1,78,106,14,14,47.870647155688445,0
468,1,78,106,14,14,48.02749918916146,0
469,1,78,107,14,14,48.30965571592789,0
470,1,78,108,14,14,48.663485823189035,0
471,1,78,108,14,14,48.82117567977768,0
472,1,79,108,14,14,48.764892773014815,0
473,1,79,108,14,14,48.71052652794869,0
474,1,79,108,14,14,48.696992196972495,0
475,1,79,108,14,14,48.80722091180132,0
476,1,79,108,14,14,48.712970760009796,0
477,1,80,108,14,14,48.671703614553515,0
478,1,80,108,14,14,48.94497079867015,0
479,1,80,108,14,14,49.015047063308934,0
480,1,80,108,14,14,49.23331350799394,0
481,1,80,108,14,14,49.713493110639234,0
482,1,80,108,14,14,50.052841752055734,0
483,1,80,108,14,14,50.08632892193219,0
484,1,80,108,14,14,50.23520163190579,0
485,1,80,108,14,14,50.53476955422343,0
486,1,80,108,14,14,50.7714171906815,0
487,1,80,108,14,14,51.144100688051125,0
488,1,80,108,14,14,51.33629871949508,0
489,1,80,108,14,14,51.41698553314987,0
490,1,80,108,14,14,51.579656307729145,0
491,1,80,108,14,14,51.7871806146508,0
492,1,80,108,14,14,52.06206515437908,0
493,1,80,108,14,14,52.05439706042838,0
494,6574,25,94,14,14,42.41774024486168,0
495,6574,25,94,14,14,42.70905156002158,0
496,6574,25,94,14,14,42.94605309669118,0
497,6574,24,95,14,14,42.84784036104527,0
498,6574,24,95,14,14,43.264244707489276,0
499,6574,24,96,14,14,43.35897360772874,0
500,6574,24,96,14,14,43.5171111182178,0
501,6574,24,96,14,14,43.665854884246734,0
502,6574,24,96,14,14,43.638676273463105,0
503,6574,24,96,14,14,43.39433639335207,0
504,6574,24,96,14,14,43.18361318767178,0
505,6574,24,96,14,14,42.96947113818337,0
506,6574,23,96,14,14,42.80929102240054,0
507,6574,23,96,14,14,42.61737026952837,0
508,6574,23,96,14,14,42.39102770923055,0
509,6574,22,97,14,14,41.93289616862376,0
510,6574,22,97,14,14,41.57537994898199,0
511,6574,22,98,14,14,41.219102223132026,0
512,6574,22,98,14,14,40.83911013415694,0
513,6574,22,98,14,14,40.479698360235886,0
514,5464,52,100,14,14,50.78148849199888,0
515,5464,52,100,14,14,50.37655270426362,0
516,5464,52,100,14,14,50.167529171054305,0
517,5464,52,100,14,14,49.99603613113652,0
518,5464,52,100,14,14,49.63407858872165,0
519,5464,52,100,14,14,49.1376395063526,0
520,5464,52,100,14,14,48.68524034971248,0
521,5464,52,100,14,14,48.32265237032125,0
522,5464,57,100,14,14,44.933206221972156,0
523,6574,20,100,14,14,37.50512058511483,0
524,5464,57,100,14,14,43.968484324264175,0
525,6574,19,100,14,14,36.920738215259526,0
526,1,78,98,14,14,75.35084871402454,0
527,1,77,98,14,14,75.67736877268209,0
528,1,77,98,14,14,76.0614756288926,0
529,1,77,98,14,14,76.72658458335297,0
530,1,77,98,14,14,76.90992248528055,0
531,1,76,97,14,14,77.57332463321173,0
532,1,76,96,14,14,78.47354232966576,0
533,1,76,96,14,14,78.39146237499554,0
534,1,76,96,14,14,79.00504726857318,0
535,1,76,96,14,14,78.26146738227033,0
536,1,76,94,14,14,79.2943976361992,0
537,1,76,94,14,14,79.84933731453327,0
538,1,76,94,14,14,80.17186589491642,0
539,1,76,94,14,14,80.72526452162523,0
540,1,76,94,14,14,80.88523368908228,0
541,1,76,92,14,14,80.69869632653561,0
542,1,76,93,14,14,80.52411151402048,0
543,1,76,93,14,14,80.75672125440941,0
544,1,76,92,14,14,81.3664282201233,0
545,1,76,92,14,14,81.1052500466674,0
546,1,75,92,14,14,80.99035445672061,0
547,1,75,92,14,14,81.3991516354489,0
548,1,75,92,14,14,81.55091406210313,0
549,1,75,92,14,14,81.99386981396475,0
550,1,75,92,14,14,82.55231885635325,0
551,1,75,90,14,14,83.46235215038715,0
552,1,75,90,14,14,83.71135109630607,0
553,1,75,90,14,14,83.60872139671325,0
554,1,75,89,14,14,83.6157791049311,0
555,1,75,89,14,14,83.95209662216267,0
556,1,79,96,5,5,76.880053083396,0
557,1,74,88,14,14,74.89098972404018,0
558,1,74,88,14,14,74.81611914949738,0
559,1,74,88,14,14,74.94310640900157,0
560,1,74,88,14,14,75.05579618167401,0
561,1,74,90,14,14,75.65994760628307,0
562,1,76,94,5,5,70.26031554546914,0
563,1,79,95,4,5,62.56597329139068,0
564,1,74,90,14,14,67.55910092590092,0
565,1,74,90,14,14,74.46877536215658,0
566,1,74,90,14,14,76.5710078356814,0
567,1,74,90,14,14,76.40565060785688,0
568,1,74,90,14,14,76.08055572552179,0
569,1,74,90,14,14,75.94849752910012,0
570,1,74,90,14,14,75.16324513949367,0
571,1,74,88,14,14,76.55513057782682,0
572,1,74,88,14,14,76.65454799090371,0
573,1,74,88,14,14,82.32071978101717,0
574,1,68,92,14,14,76.73814791497536,0
575,1,68,92,14,14,76.21845468324916,0
576,1,68,92,14,14,76.3632209319229,0
577,1,74,88,14,14,67.35326433431524,0
578,1,74,88,14,14,67.1167645845822,0
579,1,68,92,14,14,58.8898615646976,0
580,1,68,92,14,14,59.96056584398756,0
581,1,68,92,14,14,60.14873447159369,0
582,1,73,88,14,14,54.53782885073295,0
583,1,73,88,14,14,59.88937917749915,0
584,1,68,92,14,14,55.01164105036076,0
585,1,68,92,14,14,55.16205441918841,0
586,1,67,92,14,14,64.14012737327559,0
587,1,67,92,14,14,65.28037329799487,0
588,1,67,92,14,14,74.49911379640929,0
589,1,66,92,14,14,74.4986491543888,0
590,1,66,92,14,14,74.70348631211847,0
591,1,66,92,14,14,80.59436778036762,0
592,1,66,92,14,14,81.76321055449047,0
593,1,66,92,14,14,87.84599094458967,0
594,1,66,92,14,14,88.45902815331351,0
595,1,66,92,14,14,89.31138011130656,0
596,1,65,92,14,14,87.65410707201764,0
597,1,65,92,14,14,86.91918829762105,0
598,1,65,92,14,14,86.89891614312869,0
599,1,64,92,14,14,85.98892841988774,0
600,1,64,92,14,14,86.04743946560848,0
601,1,64,92,14,14,85.80332767058012,0
602,1,64,92,14,14,85.65315453233981,0
603,1,64,92,14,14,85.27495907587608,0
604,1,63,92,14,14,84.62781050321426,0
605,1,63,92,14,14,86.36533392050094,0
606,1,62,92,14,14,86.8371760732057,0
607,1,61,92,14,14,76.39416377856197,1
608,1,74,89,14,14,73.54114271829417,0
609,1,70,94,5,5,64.5076902547604,0
610,1,62,92,14,14,66.83330786966094,0
611,1,62,92,14,14,67.12228550733599,0
612,1,68,92,7,7,61.626541084385806,0
613,1,72,88,14,14,57.231640140666286,0
614,1,61,91,14,14,48.17666453951437,0
615,1,61,91,14,14,48.7191688582154,0
616,1,60,91,14,14,48.7191688582154,1
617,1,60,90,14,14,60.523483447610886,0
618,1,60,90,14,14,61.290752314865806,0
619,1,60,90,14,14,62.458567346631895,0
620,1,60,90,14,14,63.30677866499285,0
621,1,60,90,14,14,69.87317235831239,0
622,1,60,90,14,14,78.98747379305497,0
623,1,60,90,14,14,85.41716064010771,0
624,1,60,89,14,14,85.96726984005785,0
625,1,60,89,14,14,97.68897578400903,0
626,1,60,89,14,14,98.04370998841742,0
627,1,60,89,14,14,98.8816177202055,0
628,1,60,89,14,14,98.79422695364582,0
629,1,59,89,14,14,97.72955734514932,0
630,1,59,89,14,14,97.66556804035488,0
631,1,59,89,14,14,96.9830116951674,0
